console,name,file,developer,publisher,releasedate,genre,players,desc
NES,Pac-Mania,pac_mania.nes,Namco,Tengen,1990-12-01,Arcade,1,Experience Pac-Man in 3D as you navigate mazes, eat pellets, and avoid ghosts in this isometric arcade game.
NES,Palamedes,palamedes.nes,NTVIC,Hot-B USA,1990-04-01,Puzzle,2,Match dice to clear them from the screen in this fast-paced puzzle game.
NES,Panic Restaurant,panic_restaurant.nes,EIM,Taito,1992-12-01,Action-platformer,1,Play as a chef battling through a haunted restaurant filled with dangerous food in this quirky platformer.
NES,Paperboy,paperboy.nes,Atari Games,Mindscape,1988-12-01,Action,1,Deliver newspapers while avoiding obstacles and hazards in this classic arcade game.
NES,Paperboy 2,paperboy_2.nes,Tengen,Mindscape,1992-09-01,Action,1,Continue delivering newspapers with new obstacles and challenges in this sequel to the original Paperboy.
NES,Parodius,parodius.nes,Konami,Konami,1990-04-20,Shoot 'em up,2,Experience a whimsical and humorous take on the Gradius series in this side-scrolling shooter.
NES,Pinball,pinball.nes,Nintendo,Nintendo,1985-10-18,Arcade,2,Play a classic game of pinball with simple yet addictive gameplay in this early NES title.
NES,Pinball Quest,pinball_quest.nes,Jaleco,Jaleco,1990-10-01,Pinball,1,Embark on a fantasy adventure that combines pinball with RPG elements in this unique game.
NES,Pirates!,pirates.nes,MicroProse,Ultra Games,1991-06-01,Action-adventure,1,Sail the seas as a pirate, engaging in battles and searching for treasure in this open-world adventure.
NES,Platoon,platoon.nes,Ocean Software,Sunsoft,1988-12-01,Action,1,Experience the intensity of the Vietnam War in this game based on the movie, featuring multiple gameplay styles.
NES,Popeye,popeye.nes,Nintendo,Nintendo,1986-06-01,Action,1,Help Popeye collect hearts and avoid obstacles to save Olive Oyl in this arcade-style game.
NES,Power Blade,power_blade.nes,Natsume,Taito,1991-03-01,Action-platformer,1,Play as Nova, a futuristic warrior, and save the world from an evil alien race in this action-platformer.
NES,Power Blade 2,power_blade_2.nes,Natsume,Taito,1992-10-01,Action-platformer,1,Continue Nova's battle against alien invaders with new weapons and abilities in this sequel.
NES,Power Punch II,power_punch_ii.nes,Beam Software,American Softworks,1992-03-01,Sports,1,Step into the boxing ring as Mark "Tough Guy" Tyler and fight alien opponents in this futuristic sports game.
NES,P'radikus Conflict,pradikus_conflict.nes,Sculptured Software,Color Dreams,1990-07-01,Action-adventure,1,Pilot a spacecraft and battle enemy forces to save the galaxy in this sci-fi adventure.
NES,Predator,predator.nes,Pack-In-Video,Activision,1989-12-01,Action,1,Survive the jungle and defeat the Predator in this action game based on the movie.
NES,Prince of Persia,prince_of_persia.nes,Brøderbund,Virgin Games,1992-11-01,Action-platformer,1,Rescue the princess by navigating treacherous dungeons filled with traps in this classic platformer.
NES,Princess Tomato in the Salad Kingdom,princess_tomato_in_the_salad_kingdom.nes,Hudson Soft,Hudson Soft,1991-02-01,Adventure,1,Save Princess Tomato from the evil Minister Pumpkin in this whimsical text-based adventure game.
NES,Pro Sport Hockey,pro_sport_hockey.nes,Jaleco,Jaleco,1993-10-01,Sports,2,Compete in intense ice hockey matches with realistic gameplay and team management.
NES,Punch-Out!! Featuring Mr. Dream,punch_out_mr_dream.nes,Nintendo,Nintendo,1990-10-01,Sports,1,Step into the boxing ring as Little Mac and take on a series of increasingly difficult opponents, culminating in a fight against Mr. Dream.
NES,Q*bert,q_bert.nes,Konami,Ultra Games,1989-02-01,Arcade,1,Guide Q*bert through levels by hopping on cubes to change their colors while avoiding enemies in this classic arcade game.
NES,Qix,qix.nes,Taito,Taito,1991-03-01,Puzzle,2,Claim territory by drawing lines on the screen while avoiding enemies in this fast-paced puzzle game.
NES,Quattro Adventure,quattro_adventure.nes,Codemasters,Camerica,1993-01-01,Action-platformer,1,Experience four different adventure games in one cartridge, each with unique challenges and gameplay.
NES,Quattro Arcade,quattro_arcade.nes,Codemasters,Camerica,1992-01-01,Arcade,1,Play four different arcade-style games in this compilation cartridge featuring a variety of gameplay styles.
NES,Quattro Sports,quattro_sports.nes,Codemasters,Camerica,1993-01-01,Sports,1,Compete in four different sports games, including BMX, soccer, and more, in this sports compilation.
NES,The Quest of Ki,quest_of_ki.nes,Namco,Namco,1988-09-20,Action-puzzle,1,Guide Princess Ki through challenging levels filled with puzzles and enemies to retrieve the Statue of Zeus.
NES,The Quattro Adventure,quattro_adventure.nes,Codemasters,Camerica,1992-01-01,Action,1,Play through four different adventure games featuring various characters and storylines.
NES,R.C. Pro-Am,rc_pro_am.nes,Rare,Nintendo,1988-02-01,Racing,1,Race remote-controlled cars on various tracks, collecting power-ups and avoiding hazards in this fast-paced racing game.
NES,R.C. Pro-Am II,rc_pro_am_ii.nes,Rare,Tradewest,1992-12-01,Racing,4,Continue the high-speed action with new tracks, cars, and multiplayer options in this sequel.
NES,Racket Attack,racket_attack.nes,TOSE,Jaleco,1988-09-01,Sports,2,Compete in intense tennis matches with realistic gameplay and a variety of opponents.
NES,Rad Racer,rad_racer.nes,Square,Nintendo,1987-10-01,Racing,1,Speed through challenging tracks in this arcade-style racing game featuring 3D effects.
NES,Rad Racer II,rad_racer_ii.nes,Square,Squaresoft,1990-04-01,Racing,1,Experience more high-speed racing action with new tracks and cars in this sequel.
NES,Raid on Bungeling Bay,raid_on_bungeling_bay.nes,Brøderbund,Brøderbund,1987-08-01,Shoot 'em up,1,Pilot a helicopter and destroy enemy factories in this top-down action game.
NES,Rainbow Islands,rainbow_islands.nes,Taito,Taito,1991-01-01,Platformer,1,Guide Bubby through colorful levels filled with enemies and obstacles in this sequel to Bubble Bobble.
NES,Rainbow Islands: The Story of Bubble Bobble 2,rainbow_islands_story_of_bubble_bobble_2.nes,Taito,Taito,1991-01-01,Platformer,1,Continue the adventures of Bubby and Bobby as they use rainbows to defeat enemies and save their friends.
NES,Rambo,rambo.nes,Acclaim,Acclaim,1988-05-01,Action-adventure,1,Guide Rambo through various missions in this game based on the popular action movie series.
NES,Rampage,rampage.nes,Bally Midway,Data East,1988-12-01,Action,2,Play as giant monsters and destroy cities while avoiding military forces in this arcade classic.
NES,Remote Control,remote_control.nes,High-Tech Expressions,High-Tech Expressions,1990-09-01,Trivia,2,Compete in a trivia game show based on the MTV series, answering questions and completing challenges.
NES,Renegade,renegade.nes,Technos Japan,Taito,1988-01-01,Beat 'em up,2,Fight your way through gangs of enemies in this classic beat 'em up.
NES,Rescue: The Embassy Mission,rescue_the_embassy_mission.nes,Infogrames,Seika Corporation,1990-03-01,Action,1,Lead a team of commandos to rescue hostages from a terrorist-occupied embassy in this action-strategy game.
NES,Ring King,ring_king.nes,Woodplace,Data East,1987-11-01,Sports,2,Step into the boxing ring and fight your way to the championship in this arcade-style sports game.
NES,RoadBlasters,roadblasters.nes,Atari Games,Mindscape,1990-04-01,Racing,1,Drive through post-apocalyptic highways while shooting down enemy vehicles in this fast-paced racing game.
NES,Robocop,robocop.nes,Data East,Data East,1989-12-01,Action,1,Take on the role of Robocop and fight crime in Detroit in this game based on the movie.
NES,Robocop 2,robocop_2.nes,Data East,Data East,1991-12-01,Action-platformer,1,Continue the battle against crime as Robocop, taking down drug dealers and corrupt corporations.
NES,Robocop 3,robocop_3.nes,Ocean Software,OCEAN Software,1992-09-01,Action-platformer,1,Join Robocop as he fights to save Detroit from a corporate takeover in this game based on the third movie in the series.
NES,Robin Hood: Prince of Thieves,robin_hood_prince_of_thieves.nes,Sculptured Software,Virgin Interactive,1991-11-01,Action-adventure,1,Take on the role of Robin Hood and fight to save England from the evil Sheriff of Nottingham.
NES,Rock 'n' Ball,rock_n_ball.nes,KID,Nintendo,1989-12-01,Pinball,2,Play pinball with a rock 'n' roll twist, featuring various themed tables and multiplayer modes.
NES,Rockin' Kats,rockin_kats.nes,Atlus,Atlus,1991-09-01,Action-platformer,1,Join Willy, the hip cat, as he fights to rescue his girlfriend from a criminal gang in this action-packed platformer.
NES,Rocky and Bullwinkle,rocky_and_bullwinkle.nes,Imagineering,THQ,1992-12-01,Action-platformer,1,Help Rocky and Bullwinkle stop the evil Boris and Natasha from carrying out their nefarious plans.
NES,Rollerball,rollerball.nes,Hudson Soft,Hudson Soft,1988-01-01,Pinball,4,Play pinball on a multi-level table with fast-paced gameplay and realistic physics.
NES,Rollerblade Racer,rollerblade_racer.nes,MicroProse,Hi-Tech Expressions,1993-03-01,Sports,1,Skate through various levels filled with obstacles and challenges in this rollerblading game.
NES,Rollergames,rollergames.nes,Konami,Ultra Games,1990-09-01,Action,1,Compete in a futuristic roller derby, battling against enemy teams in this action game based on the TV show.
NES,Romance of the Three Kingdoms,romance_of_the_three_kingdoms.nes,Koei,Koei,1989-12-01,Strategy,1,Take control of one of the warring factions in ancient China and lead your army to victory in this historical strategy game.
NES,Romance of the Three Kingdoms II,romance_of_the_three_kingdoms_ii.nes,Koei,Koei,1991-12-01,Strategy,1,Continue the epic battle for control of China in this sequel to the original strategy game.
NES,RoboWarrior,robowarrior.nes,Hudson Soft,Acclaim,1988-12-01,Action-adventure,1,Play as a cyborg hero battling alien forces to save the planet in this action-packed game.
NES,Rocket Ranger,rocket_ranger.nes,Cinemaware,Seika Corporation,1990-11-01,Action-adventure,1,Take on the role of a rocket-powered hero and battle Nazis to save the world in this game set during World War II.
NES,Rocketeer,rocketeer.nes,Ironwind Software,Bandai,1991-12-01,Action,1,Fly through the skies as the Rocketeer and battle enemies in this game based on the movie.
NES,Roundball: 2-on-2 Challenge,roundball_2_on_2_challenge.nes,Park Place Productions,Milton Bradley,1992-06-01,Sports,4,Compete in intense 2-on-2 basketball matches with a variety of players and moves.
NES,Rush'n Attack,rush_n_attack.nes,Konami,Konami,1987-04-01,Action-platformer,2,Infiltrate enemy bases and rescue POWs in this classic action game also known as Green Beret.
NES,S.C.A.T.: Special Cybernetic Attack Team,scat_special_cybernetic_attack_team.nes,Natsume,American Sammy,1991-06-01,Run and gun,2,Fight off an alien invasion using powerful cyborg soldiers in this fast-paced run-and-gun game.
NES,Section Z,section_z.nes,Capcom,Capcom,1987-07-01,Shoot 'em up,1,Fly through a massive space station and defeat enemy forces in this side-scrolling shooter.
NES,Seicross,seicross.nes,Nihon Bussan,Fic,1988-09-01,Racing,1,Race through futuristic tracks while avoiding obstacles and attacking opponents in this unique racing game.
NES,Sesame Street: 1-2-3,street_1_2_3.nes,Zippo Games,Hi-Tech Expressions,1989-10-01,Educational,1,Join your favorite Sesame Street characters in fun educational games focused on counting and numbers.
NES,Shadow of the Ninja,shadow_of_the_ninja.nes,Natsume,Natsume,1990-12-01,Action-platformer,2,Infiltrate enemy strongholds and defeat evil forces in this action-packed ninja adventure.
NES,Shadowgate,shadowgate.nes,ICOM Simulations,Seika Corporation,1989-12-01,Adventure,1,Explore a haunted castle filled with puzzles and traps in this classic point-and-click adventure game.
NES,Shatterhand,shatterhand.nes,Jaleco,Jaleco,1991-10-01,Action-platformer,1,Play as a cybernetic hero and battle through enemy forces using your powerful fists and robotic allies.
NES,Shinobi,shinobi.nes,Sega,Tengen,1989-12-01,Action,1,Guide the ninja warrior Joe Musashi as he fights to rescue hostages and defeat the evil Zeed organization.
NES,Short Order/Eggsplode,short_order_eggsplode.nes,TOSE,Nintendo,1989-12-01,Action,1,Use the Power Pad to jump and stomp on burgers or eggs in this combination of two action games.
NES,Side Pocket,side_pocket.nes,Data East,Data East,1990-09-01,Sports,2,Play a game of pool with realistic physics and various challenges in this billiards simulation.
NES,Silent Service,silent_service.nes,MicroProse,Ultra Games,1989-02-01,Simulation,1,Command a submarine in the Pacific Theater of World War II and engage in stealthy naval combat.
NES,Silkworm,silkworm.nes,Random Access,American Technos,1990-03-01,Shoot 'em up,2,Pilot a helicopter or a jeep and fight off waves of enemies in this unique side-scrolling shooter.
NES,Silver Surfer,silver_surfer.nes,Software Creations,Arcadia Systems,1990-11-01,Shoot 'em up,1,Play as the Silver Surfer and battle through challenging levels filled with enemies and obstacles.
NES,Simpsons: Bart vs. the Space Mutants,simpsons_bart_vs_the_space_mutants.nes,Imagineering,Acclaim Entertainment,1991-02-01,Action-platformer,1,Help Bart Simpson stop an alien invasion by collecting and using various items in this platformer.
NES,Simpsons: Bart vs. the World,simpsons_bart_vs_the_world.nes,Imagineering,Acclaim Entertainment,1991-12-01,Action-platformer,1,Travel the world with Bart Simpson and stop Mr. Burns' evil plans in this globe-trotting platformer.
NES,Skate or Die!,skate_or_die.nes,Electronic Arts,Ultra Games,1988-12-01,Sports,1,Compete in various skateboarding events, from downhill races to pool jousting, in this extreme sports game.
NES,Skate or Die 2: The Search for Double Trouble,skate_or_die_2_the_search_for_double_trouble.nes,Electronic Arts,Electronic Arts,1990-09-01,Sports,1,Continue the skateboarding action with new tricks, challenges, and an expanded storyline in this sequel.
NES,Ski or Die,ski_or_die.nes,Electronic Arts,Ultra Games,1990-12-01,Sports,1,Participate in various winter sports events, from downhill skiing to snowball fights, in this extreme sports game.
NES,Skull & Crossbones,skull_and_crossbones.nes,Atari Games,Tengen,1990-09-01,Action,2,Set sail as a pirate and battle enemies to rescue your kidnapped princess in this side-scrolling action game.
NES,Sky Kid,sky_kid.nes,Namco,Sunsoft,1987-09-01,Shoot 'em up,2,Take to the skies as a biplane pilot and complete missions by bombing targets and shooting down enemies.
NES,Slalom,slalom.nes,Rare,Nintendo,1987-03-01,Sports,1,Speed down snowy slopes and perform tricks in this early NES skiing game.
NES,Smash TV,smash_tv.nes,Williams Electronics,Acclaim Entertainment,1991-09-01,Run and gun,2,Compete in a deadly game show where contestants must survive waves of enemies and collect cash and prizes.
NES,Snake Rattle 'n' Roll,snake_rattle_n_roll.nes,Rare,Nintendo,1990-07-01,Action,2,Control snakes as they eat objects and grow in size, navigating through isometric levels filled with obstacles and enemies.
NES,Snake's Revenge,snakes_revenge.nes,Konami,Ultra Games,1990-04-01,Action,1,Play as Solid Snake and infiltrate enemy bases to stop a nuclear threat in this action-packed stealth game.
NES,Snoopy's Silly Sports Spectacular!,snoopys_silly_sports_spectacular.nes,Kemco,Seika Corporation,1990-08-01,Sports,1,Join Snoopy and the Peanuts gang in a variety of fun and wacky sports events.
NES,Solstice: The Quest for the Staff of Demnos,solstice_the_quest_for_the_staff_of_demnos.nes,Software Creations,CNE,1990-06-01,Action-puzzle,1,Explore a vast, isometric world filled with puzzles and traps to rescue a kidnapped princess.
NES,Space Harrier,space_harrier.nes,Sega,Tengen,1989-12-01,Arcade,1,Fly through surreal landscapes and battle strange enemies in this fast-paced arcade shooter.
NES,Spelunker,spelunker.nes,Tim Martin,Brøderbund,1987-09-01,Platformer,1,Explore dark caves filled with hazards and treasure in this challenging platformer.
NES,Spider-Man: Return of the Sinister Six,spider_man_return_of_the_sinister_six.nes,BITS,Acclaim Entertainment,1992-09-01,Action-platformer,1,Help Spider-Man defeat the Sinister Six and save New York City in this action-packed platformer.
NES,Spiritual Warfare,spiritual_warfare.nes,Color Dreams,Color Dreams,1992-01-01,Action-adventure,1,Play as a Christian soldier fighting against sin in this religious-themed action-adventure game.
NES,Spot: The Video Game,spot_the_video_game.nes,Virgin Games,Virgin Games,1990-12-01,Puzzle,1,Control Spot, the 7UP mascot, in this unique puzzle game where you capture territory by jumping over pieces.
NES,Spy Hunter,spy_hunter.nes,Bally Midway,Sunsoft,1987-09-01,Action,1,Drive a high-tech car and take down enemy vehicles in this top-down action game.
NES,Star Force,star_force.nes,Tecmo,Tecmo,1987-07-01,Shoot 'em up,1,Fly through space and battle waves of enemies in this classic vertical-scrolling shooter.
NES,Star Soldier,star_soldier.nes,Hudson Soft,Takara,1989-01-01,Shoot 'em up,1,Defend the galaxy from an alien threat in this fast-paced, vertical-scrolling shooter.
NES,Star Trek: 25th Anniversary,star_trek_25th_anniversary.nes,Konami,Ultra Games,1992-09-01,Action-adventure,1,Join Captain Kirk and the crew of the Enterprise on a series of missions to explore strange new worlds.
NES,Star Trek: The Next Generation,star_trek_the_next_generation.nes,Imagineering,Absolute Entertainment,1993-09-01,Action-adventure,1,Command the Starship Enterprise and complete missions to protect the galaxy in this game based on the TV series.
NES,Star Tropics,star_tropics.nes,Nintendo,Nintendo,1990-12-01,Action-adventure,1,Explore tropical islands and uncover secrets as you search for your missing uncle in this action-adventure game.
NES,Star Wars,star_wars.nes,Beam Software,JVC,1991-11-01,Action-platformer,1,Relive the events of the original Star Wars movie as you battle the Empire and destroy the Death Star.
NES,Star Wars: The Empire Strikes Back,star_wars_the_empire_strikes_back.nes
NES,T&C Surf Designs,t_and_c_surf_designs.nes,Atlas,Ocean,1988-02-01,Sports,2,Skate and surf your way through various levels in this action-packed sports game featuring the iconic T&C Surf Designs characters.
NES,T&C Surf Designs II: Thrilla's Surfari,t_and_c_surf_designs_ii_thrillas_surfari.nes,Atlas,LJN,1992-01-01,Sports,1,Join Thrilla Gorilla on a wild surfing and skateboarding adventure to save his girlfriend in this sequel.
NES,Taboo: The Sixth Sense,taboo_the_sixth_sense.nes,Rare,Tradewest,1989-04-01,Simulation,1,Ask the mystical tarot cards questions and receive answers in this unique fortune-telling simulation.
NES,Tag Team Wrestling,tag_team_wrestling.nes,Technos Japan,Data East,1986-10-01,Sports,2,Compete in tag team wrestling matches, using special moves to defeat your opponents and win the championship.
NES,TaleSpin,talespin.nes,Capcom,Capcom,1991-12-01,Shoot 'em up,1,Fly through the skies with Baloo and Kit as they battle pirates and deliver cargo in this action-packed shooter.
NES,Target: Renegade,target_renegade.nes,Imagineering,Tradewest,1990-06-01,Beat 'em up,2,Fight your way through gangs of enemies to save your brother in this action-packed beat 'em up.
NES,Terminator,terminator.nes,Radical Entertainment,Mindscape,1992-12-01,Action,1,Play as Kyle Reese and protect Sarah Connor from the deadly Terminator in this game based on the classic movie.
NES,Terminator 2: Judgment Day,terminator_2_judgment_day.nes,Bit Studios,LJN,1992-11-01,Action,1,Join the T-800 as he battles to save John Connor and prevent Judgment Day in this action-packed game based on the movie.
NES,Tetris,tetris.nes,Nintendo,Nintendo,1989-11-01,Puzzle,1,Arrange falling blocks to complete lines and clear the screen in this classic and addictive puzzle game.
NES,Tetris 2,tetris_2.nes,Nintendo,Nintendo,1993-11-01,Puzzle,2,Match falling blocks to clear them from the screen in this colorful and challenging sequel to the original Tetris.
NES,The Three Stooges,the_three_stooges.nes,Cinemaware,Activision,1989-12-01,Action,1,Help Moe, Larry, and Curly save an orphanage by completing various mini-games in this slapstick adventure.
NES,Thunder & Lightning,thunder_and_lightning.nes,Visco,Romstar,1990-12-01,Puzzle,1,Break through walls of blocks using a ball and paddle in this fast-paced arcade-style game.
NES,Thundercade,thundercade.nes,Micronics,American Sammy,1989-10-01,Shoot 'em up,1,Ride a motorcycle through enemy territory and take down military forces in this action-packed shoot 'em up.
NES,Thunderbirds,thunderbirds.nes,Pack-In-Video,Activision,1990-11-01,Action,1,Join the International Rescue team and complete dangerous missions in this game based on the classic TV series.
NES,Thundercats,thundercats.nes,Elite Systems,Probe Software,1987-12-01,Action-platformer,1,Play as Lion-O and battle the evil forces of Mumm-Ra to save the Thundercats in this action-packed platformer.
NES,Time Lord,time_lord.nes,Rare,Milton Bradley,1990-09-01,Action-platformer,1,Travel through time to stop an alien invasion and save humanity in this challenging platformer.
NES,Times of Lore,times_of_lore.nes,Origin Systems,Ultra Games,1991-01-01,Role-playing game,1,Explore a vast open world and complete quests to save the kingdom from an ancient evil in this action RPG.
NES,TMNT: Tournament Fighters,tmnt_tournament_fighters.nes,Konami,Konami,1994-02-01,Fighting,2,Take control of the Teenage Mutant Ninja Turtles and battle it out in this fast-paced fighting game.
NES,To the Earth,to_the_earth.nes,Square,Nintendo,1989-09-01,Light gun,1,Defend the planet from an alien invasion by shooting down enemy spacecraft in this light gun game.
NES,Top Gun,top_gun.nes,Konami,Konami,1987-11-01,Simulation,1,Take to the skies as a fighter pilot and complete dangerous missions in this game based on the classic movie.
NES,Top Gun: The Second Mission,top_gun_the_second_mission.nes,Konami,Konami,1990-01-01,Simulation,1,Return to the cockpit and take on new challenges as a fighter pilot in this sequel to Top Gun.
NES,Totally Rad,totally_rad.nes,Aicom,Jaleco,1991-03-01,Action-platformer,1,Play as a teenager with magical powers and battle enemies to save your girlfriend in this action-packed platformer.
NES,Town & Country Surf Designs,town_and_country_surf_designs.nes,LJN,Capcom,1988-09-01,Sports,2,Compete in various surfing and skateboarding events in this action-packed sports game.
NES,Track & Field,track_and_field.nes,Konami,Konami,1987-06-01,Sports,2,Compete in a variety of track and field events, from the 100-meter dash to the long jump, in this classic sports game.
NES,Track & Field II,track_and_field_ii.nes,Konami,Konami,1989-09-01,Sports,2,Take on new and challenging events in this sequel to the original Track & Field, including fencing and swimming.
NES,TradeWest Basketball,tradewest_basketball.nes,Data East,Data East,1987-12-01,Sports,2,Play as your favorite NBA teams and compete in fast-paced basketball action.
NES,Transformers: Convoy no Nazo,transformers_convoy_no_nazo.nes,ISD,Takara,1986-12-05,Action-platformer,1,Play as a Transformer and battle Decepticons through various levels in this action-packed platformer.
NES,Trick Shooting,trick_shooting.nes,Nintendo,Nintendo,1990-09-01,Light gun,1,Test your shooting skills in various trick shot challenges using the NES Zapper in this arcade-style game.
NES,Trog!,trog.nes,Visual Concepts,Acclaim Entertainment,1991-06-01,Action,2,Guide cavemen through maze-like levels, collecting eggs and avoiding dinosaurs in this fast-paced action game.
NES,Trojan,trojan.nes,Capcom,Capcom,1987-02-01,Action-platformer,1,Fight your way through a post-apocalyptic world filled with enemies and traps in this challenging platformer.
NES,Twin Cobra,twin_cobra.nes,Taito,Toaplan,1989-07-01,Shoot 'em up,1,Pilot a helicopter and take down waves of enemy forces in this fast-paced shoot 'em up.
NES,Twin Eagle,twin_eagle.nes,Seta,Nintendo,1989-09-01,Shoot 'em up,1,Pilot an attack helicopter and battle enemies in this vertical-scrolling shoot 'em up.
NES,The Ultimate Stuntman,the_ultimate_stuntman.nes,Codemasters,Camerica,1990-12-01,Action,1,Play as a stuntman performing dangerous feats across a variety of levels filled with obstacles and enemies.
NES,Ultima: Exodus,ultima_exodus.nes,Origin Systems,Famicom,1989-02-01,Role-playing game,1,Embark on an epic quest to defeat the evil Exodus and save the world in this classic RPG.
NES,Ultima: Quest of the Avatar,ultima_quest_of_the_avatar.nes,Origin Systems,Famicom,1990-12-01,Role-playing game,1,Follow the path of the Avatar and complete various quests to restore balance to the world in this action RPG.
NES,Ultima: Warriors of Destiny,ultima_warriors_of_destiny.nes,Origin Systems,Famicom,1991-12-01,Role-playing game,1,Defeat the forces of evil and restore peace to the land of Britannia in this final NES installment of the Ultima series.
NES,Ultimate Basketball,ultimate_basketball.nes,Aicom,Sammy,1990-02-01,Sports,2,Compete in basketball games with realistic gameplay and a variety of teams and players to choose from.
NES,Ultimate Stuntman,ultimate_stuntman.nes,Codemasters,Camerica,1990-12-01,Action,1,Play as a stuntman performing dangerous feats across a variety of levels filled with obstacles and enemies.
NES,Uncharted Waters,uncharted_waters.nes,Koei,Koei,1991-09-01,Simulation,1,Set sail on the high seas, trading goods, and battling pirates in this historical simulation game.
NES,Uninvited,uninvited.nes,ICOM Simulations,Seika Corporation,1991-06-01,Adventure,1,Explore a haunted mansion and solve puzzles to uncover the mysteries within in this point-and-click adventure game.
NES,Untouchables,untouchables.nes,Ocean Software,Ocean Software,1991-02-01,Action,1,Join Eliot Ness and his team of Untouchables as they take down Al Capone's criminal empire in this action game.
NES,Urban Champion,urban_champion.nes,Nintendo,Nintendo,1986-08-01,Fighting,2,Fight your way through city streets in this simple, early fighting game for the NES.
NES,Urusei Yatsura: Lum no Wedding Bell,urusei_yatsura_lum_no_wedding_bell.nes,Toho,Toho,1986-12-23,Platformer,1,Help Ataru chase after Lum and avoid obstacles to win her heart in this game based on the popular anime series.
NES,Vice: Project Doom,vice_project_doom.nes,Aicom,American Sammy,1991-11-01,Action-platformer,1,Play as Detective Hart as he battles against an alien conspiracy in this action-packed platformer with driving and shooting segments.
NES,Volleyball,volleyball.nes,Nintendo,Nintendo,1987-03-01,Sports,2,Compete in fast-paced volleyball matches with realistic gameplay and multiple teams to choose from.
NES,The Mafat Conspiracy: Golgo 13 II,mafat_conspiracy_golgo_13_ii.nes,Vic Tokai,Vic Tokai,1990-05-01,Action,1,Play as the international assassin Golgo 13 and take down enemies in this action-packed spy adventure.
NES,Vindicators,vindicators.nes,Atari Games,Tengen,1990-06-01,Action,2,Pilot a tank through enemy-infested mazes, collecting power-ups and destroying enemies in this top-down action game.
NES,Volguard II,volguard_ii.nes,AIS,Asmik Ace Entertainment,1988-04-01,Shoot 'em up,1,Pilot a transforming spacecraft and battle against waves of enemies in this fast-paced shoot 'em up.
NES,Vegas Dream,vegas_dream.nes,HAL Laboratory,HAL America,1990-04-01,Casino,1,Try your luck in various casino games, including slots, blackjack, and roulette, as you aim to win big in Las Vegas.
NES,Viper, Snake and Panther,viper_snake_and_panther.nes,Nintendo,Nintendo,1988-07-10,Action,1,Engage in aerial dogfights, eliminate enemies, and complete challenging missions in this combat flight simulator.
NES,Wacky Races,wacky_races.nes,Atlus,Atlus,1991-07-01,Platformer,1,Join the wacky cast of characters as they race through various levels filled with obstacles and enemies in this action-packed platformer.
NES,Wall Street Kid,wall_street_kid.nes,Sofel,Sofel,1990-06-01,Simulation,1,Play the stock market, make investments, and manage your finances to become a wealthy tycoon in this unique simulation game.
NES,Wario's Woods,warios_woods.nes,Nintendo,Nintendo,1994-02-01,Puzzle,1,Help Toad stack and match monsters to clear them from the screen in this fast-paced puzzle game featuring Wario.
NES,Warpman,warpman.nes,Namco,Namco,1985-11-15,Action,1,Battle through various stages filled with enemies by warping between different dimensions in this early action game.
NES,Wayne Gretzky Hockey,wayne_gretzky_hockey.nes,Bethesda Softworks,THQ,1991-12-01,Sports,2,Hit the ice and compete in hockey games with realistic gameplay and teams featuring the legendary Wayne Gretzky.
NES,Wayne's World,waynes_world.nes,Gray Matter,THQ,1993-09-01,Action-platformer,1,Join Wayne and Garth in this game based on the popular movie, filled with wacky enemies and challenging levels.
NES,WCW Wrestling,wcw_wrestling.nes,FSG,Higher Horizons,1989-08-01,Sports,2,Step into the ring and take on opponents in professional wrestling matches featuring your favorite WCW wrestlers.
NES,Werewolf: The Last Warrior,werewolf_the_last_warrior.nes,Data East,Data East,1990-11-01,Action-platformer,1,Transform into a powerful werewolf and battle through levels filled with enemies and traps in this action game.
NES,Wheel of Fortune,wheel_of_fortune.nes,ShareData,ShareData,1988-09-01,Trivia,3,Compete in the popular TV game show by solving word puzzles and spinning the wheel to win prizes.
NES,Wheel of Fortune: Family Edition,wheel_of_fortune_family_edition.nes,ShareData,GameTek,1990-10-01,Trivia,3,Enjoy a family-friendly version of the Wheel of Fortune game show with puzzles suitable for all ages.
NES,Wheel of Fortune: Junior Edition,wheel_of_fortune_junior_edition.nes,ShareData,GameTek,1989-10-01,Trivia,3,Play a version of Wheel of Fortune designed for younger players, with simpler puzzles and gameplay.
NES,Wheel of Fortune: Featuring Vanna White,wheel_of_fortune_featuring_vanna_white.nes,ShareData,GameTek,1992-12-01,Trivia,3,Join Vanna White in this updated version of the classic game show, with new puzzles and prizes.
NES,Where in Time Is Carmen Sandiego?,where_in_time_is_carmen_sandiego.nes,Brøderbund,Konami,1991-10-01,Educational,1,Travel through history to capture the elusive Carmen Sandiego by solving puzzles and answering trivia questions.
NES,Where's Waldo?,wheres_waldo.nes,Bits Studios,THQ,1991-09-01,Puzzle,1,Find the hidden Waldo in various scenes filled with distractions in this game based on the popular book series.
NES,Whomp 'Em,whomp_em.nes,Jaleco,Jaleco,1991-03-01,Action-platformer,1,Play as a young Native American warrior and battle through various levels filled with enemies and obstacles in this platformer.
NES,Widget,widget.nes,Atlus,Atlus,1992-11-01,Action-platformer,1,Help Widget save the planet by battling through levels filled with enemies and solving puzzles in this action-platformer.
